https://nasmei.org/	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/index.html	text/html; charset=UTF-8
https://nasmei.org/combine/770effd12411e85b4f06102ef71ec8a8-1511876977	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/combine/770effd12411e85b4f06102ef71ec8a8-1511876977	text/css; charset=UTF-8
https://nasmei.org	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/index.html	text/html; charset=UTF-8
https://nasmei.org/about	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/about/index.html	text/html; charset=UTF-8
https://nasmei.org/sponsorships	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/sponsorships/index.html	text/html; charset=UTF-8
https://nasmei.org/events/upcoming	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/events/upcoming/index.html	text/html; charset=UTF-8
https://nasmei.org/events/past	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/events/past/index.html	text/html; charset=UTF-8
https://nasmei.org/latest-news	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/latest-news/index.html	text/html; charset=UTF-8
https://nasmei.org/account	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/account/index.html	text/html; charset=UTF-8
https://nasmei.org/tiers-and-pricing	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/tiers-and-pricing/index.html	text/html; charset=UTF-8
https://nasmei.org/forum	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/forum/index.html	text/html; charset=UTF-8
https://nasmei.org/forum/channels	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/forum/channels/index.html	text/html; charset=UTF-8
https://nasmei.org/forum/authors	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/forum/authors/index.html	text/html; charset=UTF-8
https://nasmei.org/contact	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/contact/index.html	text/html; charset=UTF-8
https://nasmei.org/combine/30166456336078a67e03f0e06d68b33a-1511876977	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/combine/30166456336078a67e03f0e06d68b33a-1511876977	application/javascript
https://nasmei.org/about/constitution	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/about/constitution/index.html	text/html; charset=UTF-8
https://nasmei.org/latest-news/faculty-development-workshop	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/latest-news/faculty-development-workshop/index.html	text/html; charset=UTF-8
https://nasmei.org/latest-news/third-doctoral-consortium	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/latest-news/third-doctoral-consortium/index.html	text/html; charset=UTF-8
https://nasmei.org/reset-password	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/reset-password/index.html	text/html; charset=UTF-8
https://nasmei.org/themes/nasmei/assets/js/browser-warning.js	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/themes/nasmei/assets/js/browser-warning.js	application/javascript
https://nasmei.org/themes/nasmei/assets/images/nasmei-logo.jpg	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/themes/nasmei/assets/images/nasmei-logo.jpg	image/jpeg
https://nasmei.org/themes/nasmei/assets/images/image-1-color.jpg	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/themes/nasmei/assets/images/image-1-color.jpg	image/jpeg
https://nasmei.org/storage/app/media/uploaded-files/HomePagePhoto2.jpg	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/storage/app/media/uploaded-files/HomePagePhoto2.jpg	image/jpeg
https://nasmei.org/modules/system/assets/js/framework.js	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/modules/system/assets/js/framework.js	application/javascript
https://nasmei.org/modules/system/assets/js/framework.extras.js	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/modules/system/assets/js/framework.extras.js	application/javascript
https://nasmei.org/modules/system/assets/css/framework.extras.css	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/modules/system/assets/css/framework.extras.css	text/css
https://nasmei.org/plugins/sublimearts/algoliasearch/assets/js/sa-algolia.js	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/plugins/sublimearts/algoliasearch/assets/js/sa-algolia.js	application/javascript
https://nasmei.org/themes/nasmei/assets/images/image-4-color.jpg	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/themes/nasmei/assets/images/image-4-color.jpg	image/jpeg
https://nasmei.org/storage/app/media/uploaded-files/nasmeijgm.jpeg	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/storage/app/media/uploaded-files/nasmeijgm.jpeg	image/jpeg
https://nasmei.org/storage/app/media/uploaded-files/Workshop%20Speakers.jpg	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/storage/app/media/uploaded-files/Workshop%20Speakers.jpg	image/jpeg
https://nasmei.org/storage/app/uploads/public/5a1/1c4/593/5a11c45936cad914257073.jpg	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/storage/app/uploads/public/5a1/1c4/593/5a11c45936cad914257073.jpg	image/jpeg
https://nasmei.org/storage/app/uploads/public/5a1/1c4/593/5a11c4593b261072905668.jpg	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/storage/app/uploads/public/5a1/1c4/593/5a11c4593b261072905668.jpg	image/jpeg
https://nasmei.org/storage/app/uploads/public/5a1/1c4/5ab/5a11c45abb5f6092707033.jpg	/Users/gmallapr/Documents/Codex/2026-07-10/i/work/nasmei-live-mirror/storage/app/uploads/public/5a1/1c4/5ab/5a11c45abb5f6092707033.jpg	image/jpeg
